Original_Index,latitude,longitude,date_time,date,common_name,scientific_name,group_size,sst_mean,sst_median,sst_std,sst_min,sst_max,sst_q25,sst_q75
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.1077775955200195,7.12999963760376,0.14704708755016327,6.904999732971191,7.335000038146973,6.964999675750732,7.194999694824219
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,6.670555591583252,6.894999980926514,0.4496074318885803,5.855000019073486,7.12999963760376,6.409999847412109,6.964999675750732
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,7.22666597366333,7.184999942779541,0.11900054663419724,7.034999847412109,7.394999980926514,7.159999847412109,7.335000038146973
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,7.502222061157227,7.464999675750732,0.08456138521432877,7.444999694824219,7.730000019073486,7.460000038146973,7.480000019073486
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.468889236450195,7.464999675750732,0.030892161652445793,7.419999599456787,7.539999961853027,7.460000038146973,7.480000019073486
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.502222061157227,7.464999675750732,0.08456138521432877,7.444999694824219,7.730000019073486,7.460000038146973,7.480000019073486
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,7.447221755981445,7.444999694824219,0.027899743989109993,7.404999732971191,7.494999885559082,7.429999828338623,7.464999675750732
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,7.447221755981445,7.444999694824219,0.027899743989109993,7.404999732971191,7.494999885559082,7.429999828338623,7.464999675750732
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.447221755981445,7.444999694824219,0.027899743989109993,7.404999732971191,7.494999885559082,7.429999828338623,7.464999675750732
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,7.42555570602417,7.434999942779541,0.06242522597312927,7.269999980926514,7.494999885559082,7.414999961853027,7.454999923706055
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,7.458333492279053,7.454999923706055,0.03582363203167915,7.424999713897705,7.544999599456787,7.424999713897705,7.464999675750732
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,7.502222061157227,7.46999979019165,0.0840011015534401,7.444999694824219,7.730000019073486,7.464999675750732,7.480000019073486
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.468889236450195,7.464999675750732,0.030439157038927078,7.414999961853027,7.534999847412109,7.460000038146973,7.480000019073486
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.502222061157227,7.46999979019165,0.0840011015534401,7.444999694824219,7.730000019073486,7.464999675750732,7.480000019073486
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,7.444999694824219,7.440000057220459,0.029154736548662186,7.404999732971191,7.494999885559082,7.424999713897705,7.464999675750732
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,7.444999694824219,7.440000057220459,0.029154736548662186,7.404999732971191,7.494999885559082,7.424999713897705,7.464999675750732
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.444999694824219,7.440000057220459,0.029154736548662186,7.404999732971191,7.494999885559082,7.424999713897705,7.464999675750732
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,7.394999980926514,7.414999961853027,0.08062262833118439,7.214999675750732,7.489999771118164,7.34499979019165,7.440000057220459
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,7.458888530731201,7.454999923706055,0.037622250616550446,7.419999599456787,7.549999713897705,7.424999713897705,7.46999979019165
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,8.005000114440918,8.024999618530273,0.05686243996024132,7.929999828338623,8.085000038146973,7.949999809265137,8.045000076293945
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,8.025554656982422,8.029999732971191,0.05366794392466545,7.929999828338623,8.114999771118164,8.019999504089355,8.045000076293945
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,8.005000114440918,8.024999618530273,0.05686243996024132,7.929999828338623,8.085000038146973,7.949999809265137,8.045000076293945
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,8.026110649108887,8.059999465942383,0.1137683093547821,7.734999656677246,8.130000114440918,8.019999504089355,8.095000267028809
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,8.026110649108887,8.059999465942383,0.1137683093547821,7.734999656677246,8.130000114440918,8.019999504089355,8.095000267028809
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,8.026110649108887,8.059999465942383,0.1137683093547821,7.734999656677246,8.130000114440918,8.019999504089355,8.095000267028809
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,8.066110610961914,8.085000038146973,0.06822269409894943,7.960000038146973,8.170000076293945,8.019999504089355,8.104999542236328
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,7.810555458068848,7.929999828338623,0.21067936718463898,7.449999809265137,7.980000019073486,7.605000019073486,7.974999904632568
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,8.056110382080078,8.069999694824219,0.05124974250793457,7.980000019073486,8.139999389648438,8.024999618530273,8.09000015258789
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,8.087221145629883,8.09000015258789,0.055232319980859756,7.984999656677246,8.184999465942383,8.069999694824219,8.104999542236328
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,8.056110382080078,8.069999694824219,0.05124974250793457,7.980000019073486,8.139999389648438,8.024999618530273,8.09000015258789
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,8.088334083557129,8.119999885559082,0.12195168435573578,7.779999732971191,8.204999923706055,8.09000015258789,8.164999961853027
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,8.088334083557129,8.119999885559082,0.12195168435573578,7.779999732971191,8.204999923706055,8.09000015258789,8.164999961853027
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,8.088334083557129,8.119999885559082,0.12195168435573578,7.779999732971191,8.204999923706055,8.09000015258789,8.164999961853027
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,8.126111030578613,8.135000228881836,0.0720253437757492,8.010000228881836,8.22499942779541,8.09000015258789,8.170000076293945
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,7.862221717834473,7.984999656677246,0.21668092906475067,7.489999771118164,8.03499984741211,7.649999618530273,8.024999618530273
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,7.015625,6.914999961853027,0.40223926305770874,6.585000038146973,7.919999599456787,6.739999771118164,7.054999947547913
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.267499923706055,7.215000152587891,0.4519195258617401,6.739999771118164,7.934999942779541,6.8712499141693115,7.574999928474426
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.015625,6.914999961853027,0.40223926305770874,6.585000038146973,7.919999599456787,6.739999771118164,7.054999947547913
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,7.0527777671813965,7.074999809265137,0.24746623635292053,6.664999961853027,7.460000038146973,6.87999963760376,7.149999618530273
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,7.0527777671813965,7.074999809265137,0.24746623635292053,6.664999961853027,7.460000038146973,6.87999963760376,7.149999618530273
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.0527777671813965,7.074999809265137,0.24746623635292053,6.664999961853027,7.460000038146973,6.87999963760376,7.149999618530273
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,6.850000381469727,7.024999618530273,0.28936710953712463,6.304999828338623,7.125,6.539999961853027,7.074999809265137
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,6.92312479019165,6.847499847412109,0.39056795835494995,6.434999942779541,7.589999675750732,6.629999995231628,7.086249947547913
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,7.016249656677246,6.920000076293945,0.394523024559021,6.585000038146973,7.894999980926514,6.744999885559082,7.059999942779541
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.267499923706055,7.21999979019165,0.4453720450401306,6.744999885559082,7.934999942779541,6.8762500286102295,7.568750023841858
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.016249656677246,6.920000076293945,0.394523024559021,6.585000038146973,7.894999980926514,6.744999885559082,7.059999942779541
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,7.061110973358154,7.079999923706055,0.24261049926280975,6.690000057220459,7.460000038146973,6.889999866485596,7.154999732971191
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,7.061110973358154,7.079999923706055,0.24261049926280975,6.690000057220459,7.460000038146973,6.889999866485596,7.154999732971191
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.061110973358154,7.079999923706055,0.24261049926280975,6.690000057220459,7.460000038146973,6.889999866485596,7.154999732971191
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,6.857222080230713,7.039999961853027,0.2926042377948761,6.309999942779541,7.12999963760376,6.539999961853027,7.079999923706055
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,6.9262495040893555,6.852499961853027,0.3813607096672058,6.444999694824219,7.565000057220459,6.648750066757202,7.090000033378601
15,36.66619,-74.69067,2025/02/18 15:03:20,2025-02-18,Fin whale,Balaenoptera physalus,1,,,,,,,
16,36.73062,-74.65946,2025/02/18 15:06:10,2025-02-18,Fin whale,Balaenoptera physalus,2,,,,,,,
15,36.66619,-74.69067,2025/02/18 15:03:20,2025-02-18,Fin whale,Balaenoptera physalus,1,,,,,,,
16,36.73062,-74.65946,2025/02/18 15:06:10,2025-02-18,Fin whale,Balaenoptera physalus,2,,,,,,,
15,36.66619,-74.69067,2025/02/18 15:03:20,2025-02-18,Fin whale,Balaenoptera physalus,1,8.551112174987793,8.569999694824219,0.45959389209747314,7.984999656677246,9.28499984741211,8.15999984741211,8.819999694824219
16,36.73062,-74.65946,2025/02/18 15:06:10,2025-02-18,Fin whale,Balaenoptera physalus,2,8.08166790008545,8.054999351501465,0.07593856006860733,7.984999656677246,8.199999809265137,8.010000228881836,8.154999732971191
15,36.66619,-74.69067,2025/02/18 15:03:20,2025-02-18,Fin whale,Balaenoptera physalus,1,8.517776489257812,8.539999961853027,0.4676365554332733,7.954999923706055,9.255000114440918,8.09000015258789,8.809999465942383
16,36.73062,-74.65946,2025/02/18 15:06:10,2025-02-18,Fin whale,Balaenoptera physalus,2,8.060555458068848,8.039999961853027,0.09090422838926315,7.944999694824219,8.210000038146973,7.96999979019165,8.139999389648438
15,36.66619,-74.69067,2025/02/18 15:03:20,2025-02-18,Fin whale,Balaenoptera physalus,1,,,,,,,
16,36.73062,-74.65946,2025/02/18 15:06:10,2025-02-18,Fin whale,Balaenoptera physalus,2,,,,,,,
15,36.66619,-74.69067,2025/02/18 15:03:20,2025-02-18,Fin whale,Balaenoptera physalus,1,,,,,,,
16,36.73062,-74.65946,2025/02/18 15:06:10,2025-02-18,Fin whale,Balaenoptera physalus,2,,,,,,,
15,36.66619,-74.69067,2025/02/18 15:03:20,2025-02-18,Fin whale,Balaenoptera physalus,1,,,,,,,
16,36.73062,-74.65946,2025/02/18 15:06:10,2025-02-18,Fin whale,Balaenoptera physalus,2,,,,,,,
15,36.66619,-74.69067,2025/02/18 15:03:20,2025-02-18,Fin whale,Balaenoptera physalus,1,,,,,,,
16,36.73062,-74.65946,2025/02/18 15:06:10,2025-02-18,Fin whale,Balaenoptera physalus,2,,,,,,,
25,37.20008,-74.55964,2025/02/25 09:28:54,2025-02-25,Fin whale,Balaenoptera physalus,1,7.7488884925842285,7.704999923706055,0.24445825815200806,7.389999866485596,8.15999984741211,7.529999732971191,7.904999732971191
29,37.20866,-74.57956,2025/02/25 09:36:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.021666526794434,8.014999389648438,0.3027006685733795,7.474999904632568,8.47499942779541,7.875,8.194999694824219
30,37.22326,-74.55649,2025/02/25 09:40:51,2025-02-25,Fin whale,Balaenoptera physalus,1,8.021666526794434,8.014999389648438,0.3027006685733795,7.474999904632568,8.47499942779541,7.875,8.194999694824219
34,37.201,-74.58828,2025/02/25 09:42:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,7.891110897064209,7.904999732971191,0.22448427975177765,7.529999732971191,8.239999771118164,7.704999923706055,8.024999618530273
35,37.19822,-74.59619,2025/02/25 09:42:59,2025-02-25,Humpback whale,Megaptera novaeangliae,2,7.891110897064209,7.904999732971191,0.22448427975177765,7.529999732971191,8.239999771118164,7.704999923706055,8.024999618530273
36,37.06681,-74.62614,2025/02/25 11:56:06,2025-02-25,Blue whale,Balaenoptera musculus,1,7.428333759307861,7.394999980926514,0.15119899809360504,7.274999618530273,7.769999980926514,7.299999713897705,7.519999980926514
37,37.08502,-74.63102,2025/02/25 11:57:00,2025-02-25,Blue whale,Balaenoptera musculus,1,7.586111068725586,7.534999847412109,0.20997054874897003,7.299999713897705,7.964999675750732,7.394999980926514,7.75499963760376
44,37.07738,-74.62389,2025/02/25 12:03:51,2025-02-25,Humpback whale,Megaptera novaeangliae,1,7.340555191040039,7.299999713897705,0.08361440896987915,7.264999866485596,7.534999847412109,7.274999618530273,7.389999866485596
49,37.07899,-74.64352,2025/02/25 12:11:37,2025-02-25,Fin whale,Balaenoptera physalus,1,7.428333759307861,7.394999980926514,0.15119899809360504,7.274999618530273,7.769999980926514,7.299999713897705,7.519999980926514
25,37.20008,-74.55964,2025/02/25 09:28:54,2025-02-25,Fin whale,Balaenoptera physalus,1,7.735555648803711,7.690000057220459,0.24072159826755524,7.384999752044678,8.139999389648438,7.519999980926514,7.884999752044678
29,37.20866,-74.57956,2025/02/25 09:36:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.006110191345215,8.0,0.300571471452713,7.464999675750732,8.454999923706055,7.864999771118164,8.179999351501465
30,37.22326,-74.55649,2025/02/25 09:40:51,2025-02-25,Fin whale,Balaenoptera physalus,1,8.006110191345215,8.0,0.300571471452713,7.464999675750732,8.454999923706055,7.864999771118164,8.179999351501465
34,37.201,-74.58828,2025/02/25 09:42:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,7.872777462005615,7.884999752044678,0.2222374975681305,7.519999980926514,8.21500015258789,7.690000057220459,8.010000228881836
35,37.19822,-74.59619,2025/02/25 09:42:59,2025-02-25,Humpback whale,Megaptera novaeangliae,2,7.872777462005615,7.884999752044678,0.2222374975681305,7.519999980926514,8.21500015258789,7.690000057220459,8.010000228881836
36,37.06681,-74.62614,2025/02/25 11:56:06,2025-02-25,Blue whale,Balaenoptera musculus,1,7.417778015136719,7.384999752044678,0.14929670095443726,7.269999980926514,7.759999752044678,7.294999599456787,7.5
37,37.08502,-74.63102,2025/02/25 11:57:00,2025-02-25,Blue whale,Balaenoptera musculus,1,7.57111120223999,7.524999618530273,0.2062196135520935,7.294999599456787,7.944999694824219,7.384999752044678,7.724999904632568
44,37.07738,-74.62389,2025/02/25 12:03:51,2025-02-25,Humpback whale,Megaptera novaeangliae,1,7.333333492279053,7.294999599456787,0.08113770931959152,7.259999752044678,7.524999618530273,7.274999618530273,7.37999963760376
49,37.07899,-74.64352,2025/02/25 12:11:37,2025-02-25,Fin whale,Balaenoptera physalus,1,7.417778015136719,7.384999752044678,0.14929670095443726,7.269999980926514,7.759999752044678,7.294999599456787,7.5
25,37.20008,-74.55964,2025/02/25 09:28:54,2025-02-25,Fin whale,Balaenoptera physalus,1,8.432778358459473,8.404999732971191,0.13636381924152374,8.170000076293945,8.635000228881836,8.369999885559082,8.505000114440918
29,37.20866,-74.57956,2025/02/25 09:36:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.495555877685547,8.505000114440918,0.1173420399427414,8.319999694824219,8.649999618530273,8.404999732971191,8.635000228881836
30,37.22326,-74.55649,2025/02/25 09:40:51,2025-02-25,Fin whale,Balaenoptera physalus,1,8.495555877685547,8.505000114440918,0.1173420399427414,8.319999694824219,8.649999618530273,8.404999732971191,8.635000228881836
34,37.201,-74.58828,2025/02/25 09:42:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.416666984558105,8.404999732971191,0.17561019957065582,8.139999389648438,8.635000228881836,8.364999771118164,8.614999771118164
35,37.19822,-74.59619,2025/02/25 09:42:59,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.416666984558105,8.404999732971191,0.17561019957065582,8.139999389648438,8.635000228881836,8.364999771118164,8.614999771118164
36,37.06681,-74.62614,2025/02/25 11:56:06,2025-02-25,Blue whale,Balaenoptera musculus,1,8.186665534973145,8.175000190734863,0.08429450541734695,8.074999809265137,8.3149995803833,8.114999771118164,8.279999732971191
37,37.08502,-74.63102,2025/02/25 11:57:00,2025-02-25,Blue whale,Balaenoptera musculus,1,8.198888778686523,8.170000076293945,0.08549796789884567,8.09999942779541,8.345000267028809,8.139999389648438,8.279999732971191
44,37.07738,-74.62389,2025/02/25 12:03:51,2025-02-25,Humpback whale,Megaptera novaeangliae,1,8.13166618347168,8.144999504089355,0.043076276779174805,8.059999465942383,8.179999351501465,8.09999942779541,8.175000190734863
49,37.07899,-74.64352,2025/02/25 12:11:37,2025-02-25,Fin whale,Balaenoptera physalus,1,8.186665534973145,8.175000190734863,0.08429450541734695,8.074999809265137,8.3149995803833,8.114999771118164,8.279999732971191
25,37.20008,-74.55964,2025/02/25 09:28:54,2025-02-25,Fin whale,Balaenoptera physalus,1,8.443889617919922,8.40999984741211,0.13553954660892487,8.1899995803833,8.649999618530273,8.375,8.524999618530273
29,37.20866,-74.57956,2025/02/25 09:36:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.516666412353516,8.524999618530273,0.1217465028166771,8.34999942779541,8.684999465942383,8.40999984741211,8.639999389648438
30,37.22326,-74.55649,2025/02/25 09:40:51,2025-02-25,Fin whale,Balaenoptera physalus,1,8.516666412353516,8.524999618530273,0.1217465028166771,8.34999942779541,8.684999465942383,8.40999984741211,8.639999389648438
34,37.201,-74.58828,2025/02/25 09:42:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.42722225189209,8.40999984741211,0.17660538852214813,8.15999984741211,8.649999618530273,8.34000015258789,8.639999389648438
35,37.19822,-74.59619,2025/02/25 09:42:59,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.42722225189209,8.40999984741211,0.17660538852214813,8.15999984741211,8.649999618530273,8.34000015258789,8.639999389648438
36,37.06681,-74.62614,2025/02/25 11:56:06,2025-02-25,Blue whale,Balaenoptera musculus,1,8.20555591583252,8.204999923706055,0.08600528538227081,8.095000267028809,8.335000038146973,8.130000114440918,8.300000190734863
37,37.08502,-74.63102,2025/02/25 11:57:00,2025-02-25,Blue whale,Balaenoptera musculus,1,8.215556144714355,8.1899995803833,0.08571415394544601,8.119999885559082,8.354999542236328,8.144999504089355,8.300000190734863
44,37.07738,-74.62389,2025/02/25 12:03:51,2025-02-25,Humpback whale,Megaptera novaeangliae,1,8.147777557373047,8.144999504089355,0.04595351964235306,8.069999694824219,8.204999923706055,8.119999885559082,8.194999694824219
49,37.07899,-74.64352,2025/02/25 12:11:37,2025-02-25,Fin whale,Balaenoptera physalus,1,8.20555591583252,8.204999923706055,0.08600528538227081,8.095000267028809,8.335000038146973,8.130000114440918,8.300000190734863
25,37.20008,-74.55964,2025/02/25 09:28:54,2025-02-25,Fin whale,Balaenoptera physalus,1,,,,,,,
29,37.20866,-74.57956,2025/02/25 09:36:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,,,,,,,
30,37.22326,-74.55649,2025/02/25 09:40:51,2025-02-25,Fin whale,Balaenoptera physalus,1,,,,,,,
34,37.201,-74.58828,2025/02/25 09:42:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,,,,,,,
35,37.19822,-74.59619,2025/02/25 09:42:59,2025-02-25,Humpback whale,Megaptera novaeangliae,2,,,,,,,
36,37.06681,-74.62614,2025/02/25 11:56:06,2025-02-25,Blue whale,Balaenoptera musculus,1,,,,,,,
37,37.08502,-74.63102,2025/02/25 11:57:00,2025-02-25,Blue whale,Balaenoptera musculus,1,,,,,,,
44,37.07738,-74.62389,2025/02/25 12:03:51,2025-02-25,Humpback whale,Megaptera novaeangliae,1,,,,,,,
49,37.07899,-74.64352,2025/02/25 12:11:37,2025-02-25,Fin whale,Balaenoptera physalus,1,,,,,,,
25,37.20008,-74.55964,2025/02/25 09:28:54,2025-02-25,Fin whale,Balaenoptera physalus,1,,,,,,,
29,37.20866,-74.57956,2025/02/25 09:36:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,,,,,,,
30,37.22326,-74.55649,2025/02/25 09:40:51,2025-02-25,Fin whale,Balaenoptera physalus,1,,,,,,,
34,37.201,-74.58828,2025/02/25 09:42:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,,,,,,,
35,37.19822,-74.59619,2025/02/25 09:42:59,2025-02-25,Humpback whale,Megaptera novaeangliae,2,,,,,,,
36,37.06681,-74.62614,2025/02/25 11:56:06,2025-02-25,Blue whale,Balaenoptera musculus,1,,,,,,,
37,37.08502,-74.63102,2025/02/25 11:57:00,2025-02-25,Blue whale,Balaenoptera musculus,1,,,,,,,
44,37.07738,-74.62389,2025/02/25 12:03:51,2025-02-25,Humpback whale,Megaptera novaeangliae,1,,,,,,,
49,37.07899,-74.64352,2025/02/25 12:11:37,2025-02-25,Fin whale,Balaenoptera physalus,1,,,,,,,
25,37.20008,-74.55964,2025/02/25 09:28:54,2025-02-25,Fin whale,Balaenoptera physalus,1,8.039999961853027,8.15999984741211,0.561855137348175,7.224999904632568,9.050000190734863,7.699999928474426,8.291249513626099
29,37.20866,-74.57956,2025/02/25 09:36:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.021428108215332,8.15999984741211,0.2611609697341919,7.674999713897705,8.354999542236328,7.764999866485596,8.214999675750732
30,37.22326,-74.55649,2025/02/25 09:40:51,2025-02-25,Fin whale,Balaenoptera physalus,1,8.021428108215332,8.15999984741211,0.2611609697341919,7.674999713897705,8.354999542236328,7.764999866485596,8.214999675750732
34,37.201,-74.58828,2025/02/25 09:42:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.343571662902832,8.354999542236328,0.60844486951828,7.25,9.050000190734863,8.004999876022339,8.869999885559082
35,37.19822,-74.59619,2025/02/25 09:42:59,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.343571662902832,8.354999542236328,0.60844486951828,7.25,9.050000190734863,8.004999876022339,8.869999885559082
36,37.06681,-74.62614,2025/02/25 11:56:06,2025-02-25,Blue whale,Balaenoptera musculus,1,9.213888168334961,9.149999618530273,0.24820202589035034,8.835000038146973,9.609999656677246,9.069999694824219,9.429999351501465
37,37.08502,-74.63102,2025/02/25 11:57:00,2025-02-25,Blue whale,Balaenoptera musculus,1,9.05888843536377,9.069999694824219,0.09450971335172653,8.835000038146973,9.149999618530273,9.050000190734863,9.135000228881836
44,37.07738,-74.62389,2025/02/25 12:03:51,2025-02-25,Humpback whale,Megaptera novaeangliae,1,9.053333282470703,9.069999694824219,0.31412118673324585,8.449999809265137,9.559999465942383,8.835000038146973,9.170000076293945
49,37.07899,-74.64352,2025/02/25 12:11:37,2025-02-25,Fin whale,Balaenoptera physalus,1,9.213888168334961,9.149999618530273,0.24820202589035034,8.835000038146973,9.609999656677246,9.069999694824219,9.429999351501465
25,37.20008,-74.55964,2025/02/25 09:28:54,2025-02-25,Fin whale,Balaenoptera physalus,1,8.079999923706055,8.179999351501465,0.5305538773536682,7.239999771118164,9.059999465942383,7.762499809265137,8.307499885559082
29,37.20866,-74.57956,2025/02/25 09:36:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.039999961853027,8.179999351501465,0.26095977425575256,7.694999694824219,8.375,7.78249979019165,8.232499599456787
30,37.22326,-74.55649,2025/02/25 09:40:51,2025-02-25,Fin whale,Balaenoptera physalus,1,8.039999961853027,8.179999351501465,0.26095977425575256,7.694999694824219,8.375,7.78249979019165,8.232499599456787
34,37.201,-74.58828,2025/02/25 09:42:42,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.386428833007812,8.375,0.5598832368850708,7.454999923706055,9.059999465942383,8.022499561309814,8.884999752044678
35,37.19822,-74.59619,2025/02/25 09:42:59,2025-02-25,Humpback whale,Megaptera novaeangliae,2,8.386428833007812,8.375,0.5598832368850708,7.454999923706055,9.059999465942383,8.022499561309814,8.884999752044678
36,37.06681,-74.62614,2025/02/25 11:56:06,2025-02-25,Blue whale,Balaenoptera musculus,1,9.228334426879883,9.179999351501465,0.24603508412837982,8.84000015258789,9.609999656677246,9.095000267028809,9.4399995803833
37,37.08502,-74.63102,2025/02/25 11:57:00,2025-02-25,Blue whale,Balaenoptera musculus,1,9.079999923706055,9.095000267028809,0.10765166580677032,8.84000015258789,9.21500015258789,9.059999465942383,9.15999984741211
44,37.07738,-74.62389,2025/02/25 12:03:51,2025-02-25,Humpback whale,Megaptera novaeangliae,1,9.068889617919922,9.095000267028809,0.3175930678844452,8.460000038146973,9.5649995803833,8.84000015258789,9.21500015258789
49,37.07899,-74.64352,2025/02/25 12:11:37,2025-02-25,Fin whale,Balaenoptera physalus,1,9.228334426879883,9.179999351501465,0.24603508412837982,8.84000015258789,9.609999656677246,9.095000267028809,9.4399995803833
26,37.26735,-74.55557,2025/03/03 10:41:30,2025-03-03,Humpback whale,Megaptera novaeangliae,1,8.551667213439941,8.59999942779541,0.20031920075416565,8.279999732971191,8.84000015258789,8.319999694824219,8.630000114440918
